Close
1964.05
1946.75
1958.2
1993.75
2026.95
2007.0
2005.8
1991.3
1974.35
1976.55
1985.6
1991.55
1939.7
1936.7
1943.85
1994.15
2003.3
1990.05
1995.5
1985.3
1987.5
1990.85
1966.1
1914.25
1911.15
1933.7
1897.25
1957.05
1938.8
1960.6
1937.45
1983.95
2016.4
2054.7
2099.4
2049.6
1941.0
1895.0
1876.55
1841.95
1895.3
1925.8
1930.65
1924.3
1923.75
1951.45
1956.15
1974.3
2055.7
2041.6
2032.6
2059.5
2083.25
2067.7
2080.3
2008.1
2023.45
2061.0
2144.35
2085.8
2101.7
2106.0
2202.1
2175.85
2178.7
2191.1
2191.05
2181.95
2137.6
2108.9
2100.6
2055.35
2009.1
2082.0
2062.4
2087.5
2047.3
1991.45
1994.65
2029.3
2003.1
2021.85
1992.6
1984.3
2002.85
2005.35
1982.05
1911.15
1931.8
1944.3
1932.1
1901.7
1901.15
1906.4
1904.35
1937.85
1988.65
1997.3
2024.05
1994.5
